point,value,outcome,source
-2.30259,-6.90979,1,1
-1.7909,-6.39877,1,1
-1.27921,-5.8882,1,1
-0.76753,-5.37837,1,1
-0.25584,-4.86978,1,1
0.25584,-4.36326,1,1
0.76753,-3.8602,1,1
1.27921,-3.36289,1,1
1.7909,-2.87519,1,1
2.30259,-2.40352,1,1
-2.30259,-13.31352,2,1
-1.7909,-11.79292,2,1
-1.27921,-10.28198,2,1
-0.76753,-8.78714,2,1
-0.25584,-7.31918,2,1
0.25584,-5.89605,2,1
0.76753,-4.54769,2,1
1.27921,-3.32406,2,1
1.53506,-2.78323,2,1
1.7909,-2.3085,2,1
2.04674,-1.91914,2,1
2.30259,-1.64002,2,1
-2.30259,-5.76644,3,1
-1.7909,-5.25686,3,1
-1.27921,-4.74867,3,1
-0.76753,-4.24282,3,1
-0.25584,-3.74088,3,1
0.25584,-3.24544,3,1
0.76753,-2.76085,3,1
1.27921,-2.29438,3,1
1.7909,-1.8581,3,1
2.30259,-1.47221,3,1
-2.30259,-4.95281,4,1
-1.7909,-4.44587,4,1
-1.27921,-3.94212,4,1
-0.76753,-3.44366,4,1
-0.25584,-2.95403,4,1
0.25584,-2.47915,4,1
0.76753,-2.02885,4,1
1.27921,-1.6195600000000001,4,1
1.7909,-1.27868,4,1
2.30259,-1.05192,4,1
-2.30259,-3.76021,5,1
-1.7909,-3.26445,5,1
-1.27921,-2.77934,5,1
-0.76753,-2.31197,5,1
-0.25584,-1.87422,5,1
0.25584,-1.48585,5,1
0.76753,-1.17988,5,1
1.27921,-1.01135,5,1
1.43378,-1,5,1
1.7909,-1.07209,5,1
2.04674,-1.23293,5,1
2.30259,-1.51525,5,1
-2.30259,-8.79926,6,1
-1.7909,-7.7876,6,1
-1.27921,-6.78375,6,1
-0.76753,-5.79296,6,1
-0.25584,-4.82392,6,1
0.25584,-3.89119,6,1
0.76753,-3.01901,6,1
1.27921,-2.24785,6,1
1.53506,-1.91976,6,1
1.7909,-1.64519,6,1
2.04674,-1.43975,6,1
2.30259,-1.3236,6,1
-2.30259,-2.33718,1,2
-1.7909,-1.89736,1,2
-1.27921,-1.50556,1,2
-0.76753,-1.19385,1,2
-0.25584,-1.01575,1,2
-0.07297,-1,1,2
0.25584,-1.06051,1,2
0.51169,-1.20972,1,2
0.76753,-1.47703,1,2
1.02337,-1.89686,1,2
1.15129,-2.1774,1,2
1.27921,-2.51369,1,2
1.40714,-2.91332,1,2
1.53506,-3.38494,1,2
1.66298,-3.93838,1,2
1.7909,-4.5848,1,2
1.91882,-5.33688,1,2
2.04674,-6.20906,1,2
2.17466,-7.21772,1,2
2.30259,-8.38147,1,2
-2.30259,-4.17903,2,2
-1.7909,-3.67774,2,2
-1.27921,-3.18339,2,2
-0.76753,-2.70061,2,2
-0.25584,-2.23716,2,2
0.25584,-1.80593,2,2
0.76753,-1.42845,2,2
1.27921,-1.14064,2,2
1.7909,-1.00239,2,2
1.86089,-1,2,2
2.30259,-1.11364,2,2
-2.30259,-6.20325,3,2
-1.7909,-5.69292,3,2
-1.27921,-5.18349,3,2
-0.76753,-4.67557,3,2
-0.25584,-4.17017,3,2
0.25584,-3.66897,3,2
0.76753,-3.17478,3,2
1.27921,-2.69227,3,2
1.7909,-2.22925,3,2
2.30259,-1.79875,3,2
-2.30259,-5.29358,4,2
-1.7909,-4.78527,4,2
-1.27921,-4.27921,4,2
-0.76753,-3.77691,4,2
-0.25584,-3.28088,4,2
0.25584,-2.79532,4,2
0.76753,-2.3272,4,2
1.27921,-1.88819,4,2
1.7909,-1.49774,4,2
2.30259,-1.18828,4,2
-2.30259,-6.28633,5,2
-1.7909,-5.77589,5,2
-1.27921,-5.26629,5,2
-0.76753,-4.75807,5,2
-0.25584,-4.25217,5,2
0.25584,-3.75013,5,2
0.76753,-3.25454,5,2
1.27921,-2.7697,5,2
1.7909,-2.30279,5,2
2.30259,-1.8658,5,2
-2.30259,-19.95562,6,2
-1.7909,-16.95872,6,2
-1.27921,-14.01072,6,2
-0.76753,-11.14431,6,2
-0.25584,-8.414,6,2
0,-7.1263,6,2
0.25584,-5.91071,6,2
0.51169,-4.78827,6,2
0.76753,-3.78612,6,2
1.02337,-2.93934,6,2
1.15129,-2.58789,6,2
1.27921,-2.29323,6,2
1.38449,-2.09876,6,2
1.48976,-1.95282,6,2
1.70031,-1.82869,6,2
1.7909,-1.85408,6,2
1.91882,-1.98297,6,2
2.04674,-2.23419,6,2
2.17466,-2.62444,6,2
2.30259,-3.17267,6,2
-2.30259,-4.45957,7,2
-1.7909,-3.9557,7,2
-1.27921,-3.45706,7,2
-0.76753,-2.96713,7,2
-0.25584,-2.49174,7,2
0.25584,-2.04059,7,2
0.76753,-1.6299,7,2
1.27921,-1.28667,7,2
1.7909,-1.05599,7,2
2.14528,-1,7,2
2.30259,-1.01305,7,2
-2.30259,-3.65041,8,2
-1.7909,-3.15655,8,2
-1.27921,-2.67461,8,2
-0.76753,-2.21252,8,2
-0.25584,-1.78358,8,2
0.25584,-1.40993,8,2
0.76753,-1.12848,8,2
1.27921,-1.00087,8,2
1.32114,-1,8,2
1.55602,-1.02988,8,2
1.7909,-1.12985,8,2
2.04674,-1.34037,8,2
2.30259,-1.68686,8,2
-2.30259,-3.9461,9,2
-1.7909,-3.44759,9,2
-1.27921,-2.9578700000000002,9,2
-0.76753,-2.48284,9,2
-0.25584,-2.03229,9,2
0.25584,-1.62258,9,2
0.76753,-1.28101,9,2
1.27921,-1.0531,9,2
1.6238,-1,9,2
1.7909,-1.01477,9,2
2.04674,-1.1035,9,2
2.30259,-1.2927,9,2
-2.30259,-4.15864,10,2
-1.7909,-3.65757,10,2
-1.27921,-3.16358,10,2
-0.76753,-2.68141,10,2
-0.25584,-2.21897,10,2
0.25584,-1.78942,10,2
0.76753,-1.41475,10,2
1.27921,-1.13162,10,2
1.7909,-1.00119,10,2
1.84018,-1,10,2
2.30259,-1.12548,10,2
-2.30259,-16.51747,11,2
-1.7909,-14.49474,11,2
-1.27921,-12.48805,11,2
-0.76753,-10.50813,11,2
-0.25584,-8.57284,11,2
0.25584,-6.71202,11,2
0.76753,-4.97541,11,2
1.02337,-4.17779,11,2
1.27921,-3.446,11,2
1.53506,-2.79921,11,2
1.7909,-2.26221,11,2
2.04674,-1.86702,11,2
2.30259,-1.65498,11,2
-2.30259,-8.25886,12,2
-1.7909,-6.80436,12,2
-1.27921,-5.40367,12,2
-0.76753,-4.09276,12,2
-0.25584,-2.9316,12,2
0,-2.43625,12,2
0.25584,-2.02025,12,2
0.51169,-1.70673,12,2
0.76753,-1.52559,12,2
0.91154,-1.49592,12,2
1.09538,-1.54987,12,2
1.27921,-1.72602,12,2
1.40714,-1.93357,12,2
1.53506,-2.22181,12,2
1.66298,-2.60176,12,2
1.7909,-3.08593,12,2
1.91882,-3.68854,12,2
2.04674,-4.42575,12,2
2.17466,-5.31593,12,2
2.30259,-6.37997,12,2
-2.30259,-21.20605,13,2
-1.7909,-18.19517,13,2
-1.27921,-15.22386,13,2
-0.76753,-12.31855,13,2
-0.25584,-9.52336,13,2
0,-8.18842,13,2
0.25584,-6.91183,13,2
0.51169,-5.7106,13,2
0.76753,-4.60669,13,2
1.02337,-3.62849,13,2
1.27921,-2.81263,13,2
1.40714,-2.47988,13,2
1.53506,-2.20646,13,2
1.66298,-2.00047,13,2
1.7909,-1.8711,13,2
1.9122,-1.82869,13,2
2.0098,-1.85822,13,2
2.10739,-1.95081,13,2
2.20499,-2.11292,13,2
2.30259,-2.35168,13,2
-2.30259,-5.22947,1,3
-1.7909,-3.93377,1,3
-1.27921,-2.79799,1,3
-1.02337,-2.3211,1,3
-0.76753,-1.92896,1,3
-0.51169,-1.64625,1,3
-0.25584,-1.5049,1,3
-0.17749,-1.49592,1,3
0.03918,-1.57171,1,3
0.14751,-1.67301,1,3
0.25584,-1.82309,1,3
0.38376,-2.07077,1,3
0.51169,-2.40461,1,3
0.63961,-2.83639,1,3
0.76753,-3.37945,1,3
0.89545,-4.04899,1,3
1.02337,-4.86227,1,3
1.15129,-5.8389,1,3
1.27921,-7.00118,1,3
1.34317,-7.65972,1,3
1.40714,-8.37444,1,3
1.4711,-9.14903,1,3
1.53506,-9.98746,1,3
1.59902,-10.89394,1,3
1.66298,-11.87297,1,3
1.72694,-12.92935,1,3
1.7909,-14.06816,1,3
1.85486,-15.29487,1,3
1.91882,-16.61529,1,3
1.98278,-18.03558,1,3
2.04674,-19.56237,1,3
2.1107,-21.20267,1,3
2.17466,-22.96399,1,3
2.23862,-24.85432,1,3
2.30259,-26.88217,1,3
-2.30259,-1.37605,2,3
-1.7909,-1.107,2,3
-1.28971,-1,2,3
-1.27921,-1.00006,2,3
-1.02337,-1.03884,2,3
-0.76753,-1.16352,2,3
-0.51169,-1.39914,2,3
-0.25584,-1.77805,2,3
-0.12792,-2.03385,2,3
0,-2.34202,2,3
0.12792,-2.70969,2,3
0.25584,-3.145,2,3
0.38376,-3.65717,2,3
0.51169,-4.25669,2,3
0.63961,-4.95547,2,3
0.76753,-5.76707,2,3
0.89545,-6.70689,2,3
1.02337,-7.79241,2,3
1.15129,-9.04352,2,3
1.21525,-9.73811,2,3
1.27921,-10.48281,2,3
1.34317,-11.28093,2,3
1.40714,-12.13598,2,3
1.4711,-13.05173,2,3
1.53506,-14.0322,2,3
1.59902,-15.08165,2,3
1.66298,-16.20464,2,3
1.72694,-17.40603,2,3
1.7909,-18.691,2,3
1.85486,-20.06506,2,3
1.91882,-21.53411,2,3
1.98278,-23.10441,2,3
2.04674,-24.78266,2,3
2.1107,-26.57598,2,3
2.17466,-28.49197,2,3
2.23862,-30.53875,2,3
2.30259,-32.72493,2,3
-2.30259,-6.6652,3,3
-1.7909,-5.67645,3,3
-1.27921,-4.71082,3,3
-0.76753,-3.78377,3,3
-0.25584,-2.92107,3,3
0.25584,-2.16572,3,3
0.51169,-1.84913,3,3
0.76753,-1.58943,3,3
1.02337,-1.40319,3,3
1.27921,-1.31184,3,3
1.35068,-1.30685,3,3
1.57079,-1.35906,3,3
1.7909,-1.53251,3,3
1.91882,-1.70053,3,3
2.04674,-1.9264,3,3
2.17466,-2.218,3,3
2.30259,-2.58431,3,3
-2.30259,-5.00457,4,3
-1.7909,-4.49739,4,3
-1.27921,-3.99323,4,3
-0.76753,-3.4941,4,3
-0.25584,-3.00336,4,3
0.25584,-2.5266,4,3
0.76753,-2.07318,4,3
1.27921,-1.6587,4,3
1.7909,-1.30914,4,3
2.30259,-1.06791,4,3
-2.30259,-2.76848,5,3
-1.7909,-2.30163,5,3
-1.27921,-1.86474,5,3
-0.76753,-1.47783,5,3
-0.25584,-1.17426,5,3
0.25584,-1.00975,5,3
0.39878,-1,5,3
0.76753,-1.07717,5,3
1.02337,-1.24289,5,3
1.27921,-1.53151,5,3
1.53506,-1.97887,5,3
1.66298,-2.27605,5,3
1.7909,-2.63124,5,3
1.91882,-3.05236,5,3
2.04674,-3.54841,5,3
2.17466,-4.1296,5,3
2.30259,-4.80756,5,3
-2.30259,-7.50247,6,3
-2.04674,-6.58764,6,3
-1.7909,-5.70447,6,3
-1.53506,-4.86216,6,3
-1.27921,-4.07265,6,3
-1.02337,-3.35132,6,3
-0.76753,-2.71804,6,3
-0.51169,-2.1985,6,3
-0.25584,-1.82586,6,3
-0.09205,-1.68372,6,3
0.07173,-1.63288,6,3
0.16379,-1.65036,6,3
0.25584,-1.70503,6,3
0.38376,-1.84954,6,3
0.51169,-2.0836,6,3
0.63961,-2.41942,6,3
0.76753,-2.8709,6,3
0.89545,-3.45382,6,3
1.02337,-4.18611,6,3
1.15129,-5.08815,6,3
1.21525,-5.60996,6,3
1.27921,-6.18312,6,3
1.34317,-6.81105,6,3
1.40714,-7.49735,6,3
1.4711,-8.24587,6,3
1.53506,-9.06074,6,3
1.59902,-9.94632,6,3
1.66298,-10.9073,6,3
1.72694,-11.94865,6,3
1.7909,-13.07568,6,3
1.85486,-14.29405,6,3
1.91882,-15.60979,6,3
1.98278,-17.02933,6,3
2.04674,-18.55954,6,3
2.1107,-20.20771,6,3
2.17466,-21.98165,6,3
2.23862,-23.88965,6,3
2.30259,-25.94058,6,3
-2.30259,-4.10193,7,3
-1.7909,-3.60148,7,3
-1.27921,-3.10854,7,3
-0.76753,-2.62813,7,3
-0.25584,-2.16861,7,3
0.25584,-1.74394,7,3
0.76753,-1.3774,7,3
1.27921,-1.10784,7,3
1.78252,-1,7,3
1.7909,-1.00004,7,3
2.30259,-1.16207,7,3
-2.30259,-5.08733,8,3
-1.7909,-4.5798,8,3
-1.27921,-4.07504,8,3
-0.76753,-3.5749,8,3
-0.25584,-3.08248,8,3
0.25584,-2.60294,8,3
0.76753,-2.14486,8,3
1.27921,-1.7226,8,3
1.7909,-1.36009,8,3
2.30259,-1.09725,8,3
-2.30259,-43.37561,9,3
-2.04674,-39.64443,9,3
-1.7909,-35.94429,9,3
-1.53506,-32.28424,9,3
-1.27921,-28.67597,9,3
-1.02337,-25.13456,9,3
-0.76753,-21.67953,9,3
-0.51169,-18.33605,9,3
-0.25584,-15.13664,9,3
-0.12792,-13.60364,9,3
0,-12.1233,9,3
0.12792,-10.70279,9,3
0.25584,-9.35029,9,3
0.38376,-8.07507,9,3
0.51169,-6.88767,9,3
0.63961,-5.80009,9,3
0.76753,-4.82594,9,3
0.89545,-3.98071,9,3
1.02337,-3.28198,9,3
1.15129,-2.74975,9,3
1.27921,-2.40674,9,3
1.34605,-2.31128,9,3
1.41288,-2.27852,9,3
1.50738,-2.34766,9,3
1.60189,-2.56417,9,3
1.69639,-2.94264,9,3
1.74365,-3.19756,9,3
1.7909,-3.49912,9,3
1.85486,-3.98562,9,3
1.91882,-4.56762,9,3
1.98278,-5.25143,9,3
2.04674,-6.04377,9,3
2.1107,-6.95183,9,3
2.17466,-7.98322,9,3
2.23862,-9.14612,9,3
2.30259,-10.44919,9,3
-2.30259,-7.2211,10,3
-1.7909,-6.22377,10,3
-1.27921,-5.24385,10,3
-0.76753,-4.29296,10,3
-0.25584,-3.3905,10,3
0.25584,-2.56881,10,3
0.76753,-1.88187,10,3
1.02337,-1.61508,10,3
1.27921,-1.4197,10,3
1.63504,-1.30685,10,3
1.7909,-1.33246,10,3
2.04674,-1.5022200000000001,10,3
2.30259,-1.87065,10,3
-2.30259,-2.50925,11,3
-1.7909,-2.05695,11,3
-1.27921,-1.64433,11,3
-0.76753,-1.29789,11,3
-0.25584,-1.06186,11,3
0.11777,-1,11,3
0.25584,-1.00999,11,3
0.51169,-1.08886,11,3
0.76753,-1.26532,11,3
1.02337,-1.56782,11,3
1.27921,-2.0331,11,3
1.40714,-2.34111,11,3
1.53506,-2.70862,11,3
1.66298,-3.14374,11,3
1.7909,-3.65569,11,3
1.91882,-4.25495,11,3
2.04674,-4.95346,11,3
2.17466,-5.76474,11,3
2.30259,-6.70419,11,3
-2.30259,-18.46834,12,3
-1.7909,-15.95379,12,3
-1.27921,-13.46855,12,3
-0.76753,-11.03222,12,3
-0.25584,-8.67745,12,3
0.25584,-6.45875,12,3
0.51169,-5.42684,12,3
0.76753,-4.46703,12,3
1.02337,-3.60033,12,3
1.27921,-2.85391,12,3
1.53506,-2.26283,12,3
1.7909,-1.87236,12,3
1.91039,-1.77462,12,3
2.02989,-1.7403,12,3
2.16624,-1.78897,12,3
2.30259,-1.94433,12,3
-2.30259,-4.14876,13,3
-1.7909,-3.64779,13,3
-1.27921,-3.15398,13,3
-0.76753,-2.67211,13,3
-0.25584,-2.21016,13,3
0.25584,-1.78145,13,3
0.76753,-1.40816,13,3
1.27921,-1.12734,13,3
1.7909,-1.00076,13,3
1.83014,-1,13,3
2.30259,-1.13147,13,3
-2.30259,-5.67974,14,3
-1.7909,-5.17034,14,3
-1.27921,-4.66247,14,3
-0.76753,-4.15716,14,3
-0.25584,-3.65609,14,3
0.25584,-3.16213,14,3
0.76753,-2.68001,14,3
1.27921,-2.21764,14,3
1.7909,-1.78822,14,3
2.30259,-1.41376,14,3
-2.30259,-2.99211,15,3
-1.7909,-2.51577,15,3
-1.27921,-2.06305,15,3
-0.76753,-1.64972,15,3
-0.25584,-1.3021,15,3
0.25584,-1.0641,15,3
0.63661,-1,15,3
0.76753,-1.00896,15,3
1.02337,-1.08544,15,3
1.27921,-1.25882,15,3
1.53506,-1.55734,15,3
1.7909,-2.01748,15,3
1.91882,-2.32238,15,3
2.04674,-2.68636,15,3
2.17466,-3.11746,15,3
2.30259,-3.62485,15,3
-2.30259,-32.01999,16,3
-1.7909,-27.49485,16,3
-1.27921,-23.02317,16,3
-0.76753,-18.64069,16,3
-0.25584,-14.40699,16,3
0,-12.3748,16,3
0.25584,-10.42146,16,3
0.51169,-8.56993,16,3
0.76753,-6.84991,16,3
1.02337,-5.29973,16,3
1.15129,-4.60329,16,3
1.27921,-3.96892,16,3
1.40714,-3.4051,16,3
1.53506,-2.92144,16,3
1.66298,-2.52888,16,3
1.7909,-2.23987,16,3
1.90379,-2.08206,16,3
2.01668,-2.02681,16,3
2.15963,-2.12331,16,3
2.23111,-2.24933,16,3
2.30259,-2.43235,16,3
-2.30259,-18.30267,17,3
-2.04674,-16.37305,17,3
-1.7909,-14.47756,17,3
-1.53506,-12.62618,17,3
-1.27921,-10.83176,17,3
-1.02337,-9.1109000000000009,17,3
-0.76753,-7.48505,17,3
-0.51169,-5.98191,17,3
-0.25584,-4.63726,17,3
-0.12792,-4.03832,17,3
0,-3.49731,17,3
0.12792,-3.02211,17,3
0.25584,-2.62172,17,3
0.36411,-2.34883,17,3
0.47237,-2.14378,17,3
0.58064,-2.01431,17,3
0.6889,-1.96907,17,3
0.76753,-1.99446,17,3
0.89545,-2.1521,17,3
1.02337,-2.4709,17,3
1.15129,-2.97287,17,3
1.21525,-3.30022,17,3
1.27921,-3.68298,17,3
1.34317,-4.12483,17,3
1.40714,-4.62966,17,3
1.4711,-5.20162,17,3
1.53506,-5.84517,17,3
1.59902,-6.56502,17,3
1.66298,-7.36621,17,3
1.72694,-8.25412,17,3
1.7909,-9.23447,17,3
1.85486,-10.31337,17,3
1.91882,-11.49733,17,3
1.98278,-12.79329,17,3
2.04674,-14.20864,17,3
2.1107,-15.75128,17,3
2.17466,-17.4296,17,3
2.23862,-19.25258,17,3
2.30259,-21.22976,17,3
-2.30259,-20.65108,18,3
-1.7909,-16.75507,18,3
-1.27921,-12.99098,18,3
-1.02337,-11.18401,18,3
-0.76753,-9.44696,18,3
-0.51169,-7.80019,18,3
-0.25584,-6.27004,18,3
0,-4.89049,18,3
0.12792,-4.27046,18,3
0.25584,-3.70547,18,3
0.38376,-3.20303,18,3
0.51169,-2.77168,18,3
0.63961,-2.42112,18,3
0.76753,-2.16238,18,3
0.88162,-2.01922,18,3
0.99572,-1.96907,18,3
1.13747,-2.05337,18,3
1.20834,-2.16343,18,3
1.27921,-2.3232,18,3
1.40714,-2.74936,18,3
1.4711,-3.03501,18,3
1.53506,-3.37333,18,3
1.59902,-3.76778,18,3
1.66298,-4.22209,18,3
1.72694,-4.7402,18,3
1.7909,-5.32634,18,3
1.85486,-5.98498,18,3
1.91882,-6.72092,18,3
1.98278,-7.53927,18,3
2.04674,-8.44547,18,3
2.1107,-9.44533,18,3
2.17466,-10.54502,18,3
2.23862,-11.75114,18,3
2.30259,-13.07072,18,3
-2.30259,-2.90005,19,3
-1.7909,-2.42733,19,3
-1.27921,-1.98064,19,3
-0.76753,-1.57739,19,3
-0.25584,-1.24657,19,3
0.25584,-1.03659,19,3
0.53914,-1,19,3
0.76753,-1.02819,19,3
1.02337,-1.1387,19,3
1.27921,-1.35602,19,3
1.53506,-1.7113,19,3
1.66298,-1.95281,19,3
1.7909,-2.24474,19,3
1.91882,-2.59397,19,3
2.04674,-3.0083,19,3
2.17466,-3.49664,19,3
2.30259,-4.06907,19,3
-2.30259,-4.92401,20,3
-1.7909,-4.41722,20,3
-1.27921,-3.9137,20,3
-0.76753,-3.41563,20,3
-0.25584,-2.92665,20,3
0.25584,-2.45285,20,3
0.76753,-2.00435,20,3
1.27921,-1.59808,20,3
1.7909,-1.26223,20,3
2.30259,-1.04385,20,3
-2.30259,-16.41268,1,4
-2.04674,-14.136,1,4
-1.7909,-11.94147,1,4
-1.53506,-9.85303,1,4
-1.27921,-7.90162,1,4
-1.02337,-6.12718,1,4
-0.89545,-5.3219,1,4
-0.76753,-4.58131,1,4
-0.63961,-3.91421,1,4
-0.51169,-3.33065,1,4
-0.38376,-2.84202,1,4
-0.25584,-2.46127,1,4
-0.11083,-2.17881,1,4
0.03419,-2.07856,1,4
0.14502,-2.14231,1,4
0.25584,-2.34342,1,4
0.3198,-2.52822,1,4
0.38376,-2.76746,1,4
0.44772,-3.06476,1,4
0.51169,-3.42394,1,4
0.57565,-3.84909,1,4
0.63961,-4.34457,1,4
0.70357,-4.91502,1,4
0.76753,-5.5654,1,4
0.83149,-6.30098,1,4
0.89545,-7.12739,1,4
0.95941,-8.05064,1,4
1.02337,-9.07711,1,4
1.08733,-10.21362,1,4
1.15129,-11.46745,1,4
1.21525,-12.84634,1,4
1.27921,-14.35856,1,4
1.34317,-16.0129,1,4
1.40714,-17.81876,1,4
1.4711,-19.78615,1,4
1.53506,-21.92573,1,4
1.59902,-24.24887,1,4
1.631,-25.48304,1,4
1.66298,-26.76771,1,4
1.69496,-28.10452,1,4
1.72694,-29.49516,1,4
1.75892,-30.94139,1,4
1.7909,-32.44501,1,4
1.82288,-34.00788,1,4
1.85486,-35.63194,1,4
1.88684,-37.31917,1,4
1.91882,-39.07162,1,4
1.9508,-40.89141,1,4
1.98278,-42.78074,1,4
2.01476,-44.74185,1,4
2.04674,-46.77709,1,4
2.07872,-48.88886,1,4
2.1107,-51.07965,1,4
2.14268,-53.35203,1,4
2.17466,-55.70865,1,4
2.20664,-58.15224,1,4
2.23862,-60.68563,1,4
2.2706,-63.31175,1,4
2.30259,-66.0336,1,4
-2.30259,-11.74944,2,4
-2.04674,-9.98829,2,4
-1.7909,-8.3104,2,4
-1.53506,-6.74004,2,4
-1.27921,-5.30858,2,4
-1.15129,-4.65716,2,4
-1.02337,-4.0565,2,4
-0.89545,-3.51353,2,4
-0.76753,-3.03611,2,4
-0.63961,-2.63319,2,4
-0.51169,-2.31495,2,4
-0.38376,-2.09293,2,4
-0.25584,-1.98026,2,4
-0.20248,-1.96907,2,4
-0.0879,-2.02365,2,4
0.02668,-2.19614,2,4
0.14126,-2.50086,2,4
0.25584,-2.95386,2,4
0.3198,-3.2778,2,4
0.38376,-3.65694,2,4
0.44772,-4.09492,2,4
0.51169,-4.59562,2,4
0.57565,-5.16319,2,4
0.63961,-5.80205,2,4
0.70357,-6.5169,2,4
0.76753,-7.31277,2,4
0.83149,-8.195,2,4
0.89545,-9.1693,2,4
0.95941,-10.24175,2,4
1.02337,-11.41883,2,4
1.08733,-12.70746,2,4
1.15129,-14.11499,2,4
1.21525,-15.6493,2,4
1.27921,-17.31874,2,4
1.34317,-19.13224,2,4
1.40714,-21.09933,2,4
1.4711,-23.23014,2,4
1.53506,-25.53549,2,4
1.59902,-28.0269,2,4
1.631,-29.34619,2,4
1.66298,-30.71667,2,4
1.69496,-32.14,2,4
1.72694,-33.6179,2,4
1.75892,-35.15214,2,4
1.7909,-36.74456,2,4
1.82288,-38.39703,2,4
1.85486,-40.11152,2,4
1.88684,-41.89005,2,4
1.91882,-43.73468,2,4
1.9508,-45.64757,2,4
1.98278,-47.63094,2,4
2.01476,-49.68708,2,4
2.04674,-51.81835,2,4
2.07872,-54.0272,2,4
2.1107,-56.31614,2,4
2.14268,-58.68778,2,4
2.17466,-61.1448,2,4
2.20664,-63.68999,2,4
2.23862,-66.3262,2,4
2.2706,-69.0564,2,4
2.30259,-71.88363,2,4
-2.30259,-22.44018,3,4
-1.7909,-18.95175,3,4
-1.27921,-15.5257,3,4
-0.76753,-12.2037,3,4
-0.51169,-10.60192,3,4
-0.25584,-9.05527,3,4
0,-7.57984,3,4
0.25584,-6.1963800000000004,3,4
0.51169,-4.93172,3,4
0.76753,-3.82047,3,4
0.89545,-3.33589,3,4
1.02337,-2.90738,3,4
1.15129,-2.54259,3,4
1.27921,-2.25021,3,4
1.44522,-1.99512,3,4
1.61122,-1.90379,3,4
1.70106,-1.9329,3,4
1.7909,-2.02387,3,4
1.91882,-2.27169,3,4
2.04674,-2.67552,3,4
2.17466,-3.25666,3,4
2.23862,-3.62116,3,4
2.30259,-4.0393,3,4
-2.30259,-3.57539,4,4
-1.7909,-2.73308,4,4
-1.27921,-2.01173,4,4
-1.02337,-1.7199,4,4
-0.76753,-1.49217,4,4
-0.53567,-1.35669,4,4
-0.30382,-1.30685,4,4
-0.25584,-1.30919,4,4
0,-1.40926,4,4
0.12792,-1.52324,4,4
0.25584,-1.68769,4,4
0.38376,-1.90949,4,4
0.51169,-2.19647,4,4
0.63961,-2.55753,4,4
0.76753,-3.00277,4,4
0.89545,-3.54369,4,4
1.02337,-4.19333,4,4
1.15129,-4.96655,4,4
1.27921,-5.88018,4,4
1.40714,-6.95341,4,4
1.53506,-8.20802,4,4
1.59902,-8.91094,4,4
1.66298,-9.66874,4,4
1.72694,-10.48504,4,4
1.7909,-11.36371,4,4
1.85486,-12.30886,4,4
1.91882,-13.32489,4,4
1.98278,-14.41648,4,4
2.04674,-15.58862,4,4
2.1107,-16.84663,4,4
2.17466,-18.19618,4,4
2.23862,-19.64332,4,4
2.30259,-21.19449,4,4
-2.30259,-4.02366,5,4
-1.7909,-3.52415,5,4
-1.27921,-3.03276,5,4
-0.76753,-2.55494,5,4
-0.25584,-2.09974,5,4
0.25584,-1.68229,5,4
0.76753,-1.32779,5,4
1.27921,-1.0783,5,4
1.70286,-1,5,4
1.7909,-1.00399,5,4
2.30259,-1.22189,5,4
-2.30259,-13.44699,6,4
-1.7909,-11.0112,6,4
-1.27921,-8.65735,6,4
-0.76753,-6.44018,6,4
-0.51169,-5.40937,6,4
-0.25584,-4.45099,6,4
0,-3.58615,6,4
0.25584,-2.84212,6,4
0.51169,-2.25412,6,4
0.76753,-1.86765,6,4
0.88478,-1.77337,6,4
1.00204,-1.7403,6,4
1.14063,-1.79062,6,4
1.27921,-1.95141,6,4
1.40714,-2.21205,6,4
1.53506,-2.59555,6,4
1.66298,-3.11865,6,4
1.7909,-3.80043,6,4
1.91882,-4.66253,6,4
1.98278,-5.16876,6,4
2.04674,-5.72955,6,4
2.1107,-6.34851,6,4
2.17466,-7.02947,6,4
2.23862,-7.77654,6,4
2.30259,-8.59407,6,4
-2.30259,-1.89006,7,4
-1.7909,-1.49933,7,4
-1.27921,-1.18941,7,4
-0.76753,-1.01429,7,4
-0.59356,-1,7,4
-0.25584,-1.06403,7,4
0,-1.21687,7,4
0.25584,-1.48885,7,4
0.51169,-1.91473,7,4
0.63961,-2.19892,7,4
0.76753,-2.53936,7,4
0.89545,-2.94371,7,4
1.02337,-3.42069,7,4
1.15129,-3.98022,7,4
1.27921,-4.63357,7,4
1.40714,-5.39353,7,4
1.53506,-6.27465,7,4
1.66298,-7.29347,7,4
1.7909,-8.46877,7,4
1.91882,-9.82193,7,4
1.98278,-10.57265,7,4
2.04674,-11.37719,7,4
2.1107,-12.23909,7,4
2.17466,-13.16215,7,4
2.23862,-14.15039,7,4
2.30259,-15.20814,7,4
-2.30259,-5.81861,8,4
-1.7909,-4.47565,8,4
-1.27921,-3.26103,8,4
-1.02337,-2.72676,8,4
-0.76753,-2.26049,8,4
-0.51169,-1.88206,8,4
-0.25584,-1.61707,8,4
-0.10669,-1.52769,8,4
0.04247,-1.49592,8,4
0.14916,-1.51362,8,4
0.25584,-1.56934,8,4
0.38376,-1.69234,8,4
0.51169,-1.8845,8,4
0.63961,-2.15525,8,4
0.76753,-2.51531,8,4
0.89545,-2.97688,8,4
