point,value,outcome,source
1.53506,-22.45703,30,9
1.59902,-24.31032,30,9
1.66298,-26.29869,30,9
1.72694,-28.43107,30,9
1.7909,-30.71697,30,9
1.85486,-33.16652,30,9
1.91882,-35.79055,30,9
1.98278,-38.60056,30,9
2.01476,-40.07913,30,9
2.04674,-41.60886,30,9
2.07872,-43.19142,30,9
2.1107,-44.82852,30,9
2.14268,-46.52195,30,9
2.17466,-48.27352,30,9
2.20664,-50.08514,30,9
2.23862,-51.95874,30,9
2.2706,-53.89635,30,9
2.30259,-55.90005,30,9
-2.30259,-8.68599,31,9
-1.7909,-6.8196,31,9
-1.27921,-5.07371,31,9
-1.02337,-4.26935,31,9
-0.76753,-3.52883,31,9
-0.51169,-2.87078,31,9
-0.25584,-2.31924,31,9
0,-1.90526,31,9
0.25584,-1.66894,31,9
0.3932,-1.63288,31,9
0.58037,-1.70752,31,9
0.67395,-1.80636,31,9
0.76753,-1.95162,31,9
0.89545,-2.23361,31,9
1.02337,-2.62391,31,9
1.15129,-3.1373,31,9
1.27921,-3.79057,31,9
1.40714,-4.60282,31,9
1.53506,-5.59574,31,9
1.59902,-6.16753,31,9
1.66298,-6.79398,31,9
1.72694,-7.47871,31,9
1.7909,-8.22557,31,9
1.85486,-9.03865,31,9
1.91882,-9.92234,31,9
1.98278,-10.88129,31,9
2.04674,-11.92049,31,9
2.1107,-13.04522,31,9
2.17466,-14.26113,31,9
2.23862,-15.57426,31,9
2.30259,-16.99102,31,9
-2.30259,-172.37352,32,9
-2.17466,-160.97823,32,9
-2.04674,-149.70373,32,9
-1.91882,-138.56651,32,9
-1.7909,-127.58529,32,9
-1.66298,-116.78138,32,9
-1.59902,-111.45334,32,9
-1.53506,-106.17896,32,9
-1.4711,-100.96176,32,9
-1.40714,-95.80552,32,9
-1.34317,-90.71429,32,9
-1.27921,-85.69233,32,9
-1.21525,-80.74424,32,9
-1.15129,-75.87489,32,9
-1.08733,-71.08949,32,9
-1.02337,-66.39356,32,9
-0.95941,-61.79304,32,9
-0.89545,-57.29422,32,9
-0.83149,-52.90381,32,9
-0.76753,-48.62897,32,9
-0.70357,-44.47735,32,9
-0.63961,-40.45707,32,9
-0.57565,-36.57682,32,9
-0.51169,-32.84584,32,9
-0.44772,-29.274,32,9
-0.38376,-25.87179,32,9
-0.3198,-22.65044,32,9
-0.25584,-19.62187,32,9
-0.22386,-18.18383,32,9
-0.19188,-16.79884,32,9
-0.1599,-15.4686,32,9
-0.12792,-14.1949,32,9
-0.09594,-12.97958,32,9
-0.06396,-11.82454,32,9
-0.03198,-10.73173,32,9
0,-9.70318,32,9
0.03198,-8.74098,32,9
0.06396,-7.84727,32,9
0.09594,-7.02429,32,9
0.12792,-6.27434,32,9
0.1599,-5.59979,32,9
0.19188,-5.00308,32,9
0.22386,-4.48676,32,9
0.25584,-4.05342,32,9
0.28989,-3.68628,32,9
0.32395,-3.41965,32,9
0.358,-3.25701,32,9
0.39205,-3.20198,32,9
0.41552,-3.22862,32,9
0.43899,-3.30939,32,9
0.46245000000000003,-3.44557,32,9
0.48592,-3.63848,32,9
0.50939,-3.88946,32,9
0.53286,-4.1999,32,9
0.55632,-4.5712,32,9
0.57979,-5.00481,32,9
0.60326,-5.50221,32,9
0.62672,-6.06491,32,9
0.65019,-6.69447,32,9
0.67366,-7.39248,32,9
0.69713,-8.16055,32,9
0.72059,-9.00035,32,9
0.74406,-9.91358,32,9
0.76753,-10.902,32,9
0.79951,-12.37323,32,9
0.83149,-13.99205,32,9
0.86347,-15.76324,32,9
0.89545,-17.691770000000002,32,9
0.92743,-19.78273,32,9
0.95941,-22.04142,32,9
0.99139,-24.47327,32,9
1.02337,-27.08393,32,9
1.05535,-29.87919,32,9
1.08733,-32.86507,32,9
1.11931,-36.04774,32,9
1.1353,-37.71487,32,9
1.15129,-39.43362,32,9
1.16728,-41.20481,32,9
1.18327,-43.02929,32,9
1.19926,-44.90793,32,9
1.21525,-46.84159,32,9
1.23124,-48.83116,32,9
1.24723,-50.87754,32,9
1.26322,-52.98165,32,9
1.27921,-55.14442,32,9
1.2952,-57.3668,32,9
1.31119,-59.64973,32,9
1.32718,-61.99421,32,9
1.34317,-64.40123,32,9
1.35916,-66.87178,32,9
1.37515,-69.4069,32,9
1.39115,-72.00763,32,9
1.40714,-74.67502,32,9
1.42313,-77.41014,32,9
1.43912,-80.2141,32,9
1.45511,-83.088,32,9
1.4711,-86.03296,32,9
1.48709,-89.05013,32,9
1.50308,-92.14068,32,9
1.51907,-95.30579,32,9
1.53506,-98.54666,32,9
1.55105,-101.86452,32,9
1.56704,-105.26059,32,9
1.58303,-108.73615,32,9
1.59902,-112.29247,32,9
1.61501,-115.93086,32,9
1.631,-119.65264,32,9
1.64699,-123.45915,32,9
1.66298,-127.35176,32,9
1.67897,-131.33186,32,9
1.69496,-135.40085,32,9
1.71095,-139.56018,32,9
1.72694,-143.81129,32,9
1.74293,-148.15566,32,9
1.75892,-152.59481,32,9
1.77491,-157.13025,32,9
1.7909,-161.76354,32,9
1.80689,-166.49626,32,9
1.82288,-171.33,32,9
1.83887,-176.2664,32,9
1.85486,-181.30711,32,9
1.87085,-186.45382,32,9
1.88684,-191.70823,32,9
1.90283,-197.07207,32,9
1.91882,-202.54711,32,9
1.93481,-208.13515,32,9
1.9508,-213.83801,32,9
1.96679,-219.65753,32,9
1.98278,-225.59559,32,9
1.99877,-231.65412,32,9
2.01476,-237.83504,32,9
2.03075,-244.14033,32,9
2.04674,-250.572,32,9
2.06273,-257.13208,32,9
2.07872,-263.82265,32,9
2.09471,-270.6458,32,9
2.1107,-277.60368,32,9
2.12669,-284.69845,32,9
2.14268,-291.93232,32,9
2.15867,-299.30754,32,9
2.17466,-306.82637,32,9
2.19065,-314.49115,32,9
2.20664,-322.30421,32,9
2.22263,-330.26796,32,9
2.23862,-338.38481,32,9
2.25461,-346.65724,32,9
2.2706,-355.08775,32,9
2.28659,-363.6789,32,9
2.30259,-372.43326,32,9
-2.30259,-2.2636,33,9
-1.7909,-1.83,33,9
-1.27921,-1.44855,33,9
-0.76753,-1.15412,33,9
-0.25584,-1.00484,33,9
-0.15585,-1,33,9
0.25584,-1.09768,33,9
0.51169,-1.28189,33,9
0.76753,-1.5944,33,9
1.02337,-2.07261,33,9
1.15129,-2.38845,33,9
1.27921,-2.76484,33,9
1.40714,-3.21005,33,9
1.53506,-3.73347,33,9
1.66298,-4.34578,33,9
1.7909,-5.05911,33,9
1.91882,-5.88723,33,9
2.04674,-6.84582,33,9
2.17466,-7.95267,33,9
2.30259,-9.22803,33,9
-2.30259,-6.53751,34,9
-1.7909,-5.55111,34,9
-1.27921,-4.58939,34,9
-0.76753,-3.66887,34,9
-0.25584,-2.81707,34,9
0.25584,-2.07989,34,9
0.51169,-1.77653,34,9
0.76753,-1.53391,34,9
1.02337,-1.36974,34,9
1.27921,-1.30689,34,9
1.28508,-1.30685,34,9
1.53799,-1.37657,34,9
1.7909,-1.6119,34,9
1.91882,-1.80866,34,9
2.04674,-2.06719,34,9
2.17466,-2.39591,34,9
2.30259,-2.8044,34,9
-2.30259,-4.8263,35,9
-1.7909,-3.89345,35,9
-1.27921,-3.02108,35,9
-0.76753,-2.2496,35,9
-0.51169,-1.92127,35,9
-0.25584,-1.6464,35,9
0,-1.44057,35,9
0.25584,-1.32392,35,9
0.38939,-1.30685,35,9
0.57846,-1.34496,35,9
0.76753,-1.46971,35,9
0.89545,-1.61222,35,9
1.02337,-1.80909,35,9
1.15129,-2.06774,35,9
1.27921,-2.39661,35,9
1.40714,-2.80526,35,9
1.53506,-3.30459,35,9
1.66298,-3.90698,35,9
1.7909,-4.62648,35,9
1.91882,-5.47909,35,9
2.04674,-6.48296,35,9
2.17466,-7.65873,35,9
2.30259,-9.02986,35,9
-2.30259,-3.60852,36,9
-2.04674,-2.94009,36,9
-1.7909,-2.37514,36,9
-1.53506,-1.94385,36,9
-1.27921,-1.68517,36,9
-1.11303,-1.63288,36,9
-0.94028,-1.69615,36,9
-0.76753,-1.90167,36,9
-0.63961,-2.16111,36,9
-0.51169,-2.52578,36,9
-0.38376,-3.01005,36,9
-0.25584,-3.63023,36,9
-0.12792,-4.40486,36,9
0,-5.35503,36,9
0.06396,-5.90331,36,9
0.12792,-6.50469,36,9
0.19188,-7.1627,36,9
0.25584,-7.88107,36,9
0.3198,-8.66378,36,9
0.38376,-9.5151,36,9
0.44772,-10.43954,36,9
0.51169,-11.44193,36,9
0.57565,-12.52744,36,9
0.63961,-13.70154,36,9
0.70357,-14.97009,36,9
0.76753,-16.33933,36,9
0.83149,-17.81591,36,9
0.89545,-19.40691,36,9
0.95941,-21.1199,36,9
1.02337,-22.96293,36,9
1.08733,-24.94459,36,9
1.15129,-27.07404,36,9
1.21525,-29.36104,36,9
1.27921,-31.816,36,9
1.34317,-34.45,36,9
1.40714,-37.27488,36,9
1.43912,-38.76281,36,9
1.4711,-40.30325,36,9
1.50308,-41.8979,36,9
1.53506,-43.54853,36,9
1.56704,-45.25697,36,9
1.59902,-47.02507,36,9
1.631,-48.8548,36,9
1.66298,-50.74814,36,9
1.69496,-52.70717,36,9
1.72694,-54.73401,36,9
1.75892,-56.83088,36,9
1.7909,-59.00005,36,9
1.82288,-61.24387,36,9
1.85486,-63.56477,36,9
1.88684,-65.96524,36,9
1.91882,-68.44788,36,9
1.9508,-71.01536,36,9
1.98278,-73.67043,36,9
2.01476,-76.41594,36,9
2.04674,-79.25482,36,9
2.07872,-82.19012,36,9
2.1107,-85.22497,36,9
2.14268,-88.3626,36,9
2.17466,-91.60635,36,9
2.20664,-94.95966,36,9
2.23862,-98.42611,36,9
2.2706,-102.00937,36,9
2.30259,-105.71323,36,9
-2.30259,-2.53471,37,9
-1.7909,-2.08077,37,9
-1.27921,-1.66543,37,9
-0.76753,-1.31444,37,9
-0.25584,-1.07082,37,9
0.14568,-1,37,9
0.25584,-1.0063,37,9
0.51169,-1.07596,37,9
0.76753,-1.24052,37,9
1.02337,-1.52765,37,9
1.27921,-1.97308,37,9
1.40714,-2.2691,37,9
1.53506,-2.62298,37,9
1.66298,-3.0426,37,9
1.7909,-3.53693,37,9
1.91882,-4.11619,37,9
2.04674,-4.79195,37,9
2.17466,-5.57738,37,9
2.30259,-6.48745,37,9
-2.30259,-1.85766,38,9
-1.7909,-1.47183,38,9
-1.27921,-1.17009,38,9
-0.76753,-1.00862,38,9
-0.63331,-1,38,9
-0.25584,-1.08112,38,9
0,-1.25053,38,9
0.25584,-1.54392,38,9
0.51169,-1.99744,38,9
0.63961,-2.29835,38,9
0.76753,-2.65778,38,9
0.89545,-3.08371,38,9
1.02337,-3.58522,38,9
1.15129,-4.17263,38,9
1.27921,-4.85766,38,9
1.40714,-5.65362,38,9
1.53506,-6.57566,38,9
1.66298,-7.64098,38,9
1.7909,-8.86913,38,9
1.91882,-10.28235,38,9
1.98278,-11.06611,38,9
2.04674,-11.90586,38,9
2.1107,-12.80531,38,9
2.17466,-13.76839,38,9
2.23862,-14.79931,38,9
2.30259,-15.90254,38,9
-2.30259,-32.50231,39,9
-2.04674,-28.09477,39,9
-1.7909,-23.81945,39,9
-1.53506,-19.71488,39,9
-1.40714,-17.74167,39,9
-1.27921,-15.83086,39,9
-1.15129,-13.99097,39,9
-1.02337,-12.23167,39,9
-0.89545,-10.56398,39,9
-0.76753,-9.00037,39,9
-0.63961,-7.55507,39,9
-0.51169,-6.24422,39,9
-0.38376,-5.08615,39,9
-0.25584,-4.10173,39,9
-0.14185,-3.39,39,9
-0.02786,-2.85383,39,9
0.02913,-2.65811,39,9
0.08613,-2.51442,39,9
0.20012,-2.39554,39,9
0.22798,-2.40299,39,9
0.25584,-2.4256,39,9
0.3198,-2.53722,39,9
0.38376,-2.73649,39,9
0.44772,-3.02918,39,9
0.51169,-3.42148,39,9
0.57565,-3.91995,39,9
0.63961,-4.53162,39,9
0.70357,-5.26395,39,9
0.76753,-6.12493,39,9
0.83149,-7.12304,39,9
0.89545,-8.26735,39,9
0.95941,-9.5675,39,9
1.02337,-11.0338,39,9
1.08733,-12.67722,39,9
1.15129,-14.50945,39,9
1.18327,-15.50024,39,9
1.21525,-16.54297,39,9
1.24723,-17.63934,39,9
1.27921,-18.79108,39,9
1.31119,-19.99999,39,9
1.34317,-21.26794,39,9
1.37515,-22.59683,39,9
1.40714,-23.98866,39,9
1.43912,-25.44547,39,9
1.4711,-26.969360000000002,39,9
1.50308,-28.56253,39,9
1.53506,-30.22721,39,9
1.56704,-31.96574,39,9
1.59902,-33.78051,39,9
1.631,-35.674,39,9
1.66298,-37.64877,39,9
1.69496,-39.70746,39,9
1.72694,-41.8528,39,9
1.75892,-44.0876,39,9
1.7909,-46.41477,39,9
1.82288,-48.83732,39,9
1.85486,-51.35834,39,9
1.88684,-53.98103,39,9
1.91882,-56.70869,39,9
1.9508,-59.54475,39,9
1.98278,-62.49271,39,9
2.01476,-65.55623,39,9
2.04674,-68.73904,39,9
2.07872,-72.04503,39,9
2.1107,-75.4782,39,9
2.14268,-79.04269,39,9
2.17466,-82.74276,39,9
2.20664,-86.58282,39,9
2.23862,-90.56742,39,9
2.2706,-94.70125,39,9
2.30259,-98.98916,39,9
-2.30259,-6.91406,40,9
-1.7909,-5.50822,40,9
-1.27921,-4.1887,40,9
-0.76753,-3.0132,40,9
-0.51169,-2.50739,40,9
-0.25584,-2.0779,40,9
0,-1.74696,40,9
0.25584,-1.5433,40,9
0.43899,-1.49592,40,9
0.60326,-1.53871,40,9
0.76753,-1.67711,40,9
0.89545,-1.86197,40,9
1.02337,-2.12441,40,9
1.15129,-2.47505,40,9
1.27921,-2.9259,40,9
1.40714,-3.49064,40,9
1.53506,-4.18483,40,9
1.66298,-5.02611,40,9
1.7909,-6.03457,40,9
1.85486,-6.6085,40,9
1.91882,-7.23301,40,9
1.98278,-7.91145,40,9
2.04674,-8.64737,40,9
2.1107,-9.44458,40,9
2.17466,-10.30711,40,9
2.23862,-11.23929,40,9
2.30259,-12.24571,40,9
-2.30259,-2.53397,41,9
-1.7909,-2.08008,41,9
-1.27921,-1.66481,41,9
-0.76753,-1.31396,41,9
-0.25584,-1.07055,41,9
0.14487,-1,41,9
0.25584,-1.00639,41,9
0.51169,-1.07632,41,9
0.76753,-1.24122,41,9
1.02337,-1.52879,41,9
1.27921,-1.97479,41,9
1.40714,-2.27115,41,9
1.53506,-2.62542,41,9
1.66298,-3.04548,41,9
1.7909,-3.54032,41,9
1.91882,-4.12015,41,9
2.04674,-4.79656,41,9
2.17466,-5.58273,41,9
2.30259,-6.49364,41,9
-2.30259,-1.87226,42,9
-1.7909,-1.48419,42,9
-1.27921,-1.17872,42,9
-0.76753,-1.01101,42,9
-0.61536,-1,42,9
-0.25584,-1.07312,42,9
0,-1.23496,42,9
0.25584,-1.51858,42,9
0.51169,-1.9594800000000001,42,9
0.63961,-2.25275,42,9
0.76753,-2.60351,42,9
0.89545,-3.01959,42,9
1.02337,-3.5099,42,9
1.15129,-4.08458,42,9
1.27921,-4.75514,42,9
1.40714,-5.53466,42,9
1.53506,-6.43802,42,9
1.66298,-7.4821,42,9
1.7909,-8.68613,42,9
1.91882,-10.07191,42,9
1.98278,-10.84059,42,9
2.04674,-11.66427,42,9
2.1107,-12.546569999999999,42,9
2.17466,-13.49137,42,9
2.23862,-14.50281,42,9
2.30259,-15.58527,42,9
-2.30259,-34.04425,43,9
-2.04674,-30.19986,43,9
-1.7909,-26.4281,43,9
-1.53506,-22.75013,43,9
-1.27921,-19.1933,43,9
-1.02337,-15.79294,43,9
-0.89545,-14.16521,43,9
-0.76753,-12.59466,43,9
-0.63961,-11.08909,43,9
-0.51169,-9.65737,43,9
-0.38376,-8.30958,43,9
-0.25584,-7.05717,43,9
-0.12792,-5.91316,43,9
0,-4.89234,43,9
0.12792,-4.01152,43,9
0.25584,-3.28981,43,9
0.34873,-2.87773,43,9
0.44161,-2.57019,43,9
0.5345,-2.37737,43,9
0.62738,-2.31044,43,9
0.69745,-2.35066,43,9
0.76753,-2.47518,43,9
0.83149,-2.66761,43,9
0.89545,-2.94034,43,9
0.95941,-3.29868,43,9
1.02337,-3.74829,43,9
1.08733,-4.29518,43,9
1.15129,-4.94579,43,9
1.21525,-5.70697,43,9
1.27921,-6.58602,43,9
1.34317,-7.59073,43,9
1.40714,-8.72939,43,9
1.4711,-10.01085,43,9
1.53506,-11.44455,43,9
1.59902,-13.04054,43,9
1.66298,-14.80954,43,9
1.72694,-16.76298,43,9
1.75892,-17.81264,43,9
1.7909,-18.91304,43,9
1.82288,-20.06582,43,9
1.85486,-21.2727,43,9
1.88684,-22.53543,43,9
1.91882,-23.85582,43,9
1.9508,-25.23574,43,9
1.98278,-26.67714,43,9
2.01476,-28.18201,43,9
2.04674,-29.75241,43,9
2.07872,-31.39047,43,9
2.1107,-33.0984,43,9
2.14268,-34.87845,43,9
2.17466,-36.73298,43,9
2.20664,-38.66441,43,9
2.23862,-40.67523,43,9
2.2706,-42.76802,43,9
2.30259,-44.94545,43,9
-2.30259,-8.2408,44,9
-1.7909,-7.23295,44,9
-1.27921,-6.23547,44,9
-0.76753,-5.25529,44,9
-0.25584,-4.30396,44,9
0.25584,-3.40077,44,9
0.76753,-2.57787,44,9
1.27921,-1.8889,44,9
1.53506,-1.62063,44,9
1.7909,-1.42334,44,9
2.15277,-1.30685,44,9
2.30259,-1.33046,44,9
-2.30259,-6.65382,45,9
-1.7909,-5.66527,45,9
-1.27921,-4.69998,45,9
-0.76753,-3.77349,45,9
-0.25584,-2.91174,45,9
0.25584,-2.15796,45,9
0.51169,-1.84251,45,9
0.76753,-1.58429,45,9
1.02337,-1.39996,45,9
1.27921,-1.31107,45,9
1.34484,-1.30685,45,9
1.56787,-1.36051,45,9
1.7909,-1.53902,45,9
1.91882,-1.70953,45,9
2.04674,-1.93822,45,9
2.17466,-2.23303,45,9
2.30259,-2.60299,45,9
-2.30259,-569.58572,46,9
-2.04674,-528.19143999999994,46,9
-1.7909,-486.96157,46,9
-1.66298,-466.42277,46,9
-1.53506,-445.94406,46,9
-1.40714,-425.53363,46,9
-1.27921,-405.20081,46,9
-1.15129,-384.95618,46,9
-1.02337,-364.81178,46,9
-0.89545,-344.78128,46,9
-0.76753,-324.88024,46,9
-0.63961,-305.12632,46,9
-0.51169,-285.53959,46,9
-0.44772,-275.81593,46,9
-0.38376,-266.14287,46,9
-0.3198,-256.52373,46,9
-0.25584,-246.96208,46,9
-0.19188,-237.46173,46,9
-0.12792,-228.02671,46,9
-0.06396,-218.66134,46,9
0,-209.37022,46,9
0.06396,-200.15827,46,9
0.12792,-191.0307,46,9
0.19188,-181.99309,46,9
0.25584,-173.05138,46,9
0.3198,-164.21190000000001,46,9
0.38376,-155.48142000000001,46,9
0.44772,-146.86712,46,9
0.51169,-138.37668,46,9
0.57565,-130.01829,46,9
0.63961,-121.80066,46,9
0.70357,-113.73309,46,9
0.76753,-105.8255,46,9
0.83149,-98.08844,46,9
0.89545,-90.53319,46,9
0.92743,-86.82747,46,9
0.95941,-83.17176,46,9
0.99139,-79.56769,46,9
1.02337,-76.01693,46,9
1.05535,-72.52123,46,9
1.08733,-69.08237,46,9
1.11931,-65.70219,46,9
1.15129,-62.38261,46,9
1.18327,-59.1256,46,9
1.21525,-55.93318,46,9
1.24723,-52.80745,46,9
1.27921,-49.75059,46,9
1.31119,-46.76483,46,9
1.34317,-43.85249,46,9
1.37515,-41.01594,46,9
1.40714,-38.25765,46,9
1.43912,-35.58016,46,9
1.4711,-32.9861,46,9
1.50308,-30.47819,46,9
1.53506,-28.05922,46,9
1.56704,-25.73207,46,9
1.59902,-23.49974,46,9
1.631,-21.36531,46,9
1.66298,-19.33196,46,9
1.69496,-17.40296,46,9
1.72694,-15.58172,46,9
1.75892,-13.87174,46,9
1.7909,-12.27663,46,9
1.81257,-11.26315,46,9
1.83423,-10.3053,46,9
1.8559,-9.40429,46,9
1.87756,-8.56137,46,9
1.89923,-7.77781,46,9
1.92089,-7.0549,46,9
1.94256,-6.39399,46,9
1.96422,-5.79642,46,9
1.98589,-5.26359,46,9
2.00756,-4.7969,46,9
2.02922,-4.39782,46,9
2.05089,-4.06782,46,9
2.07255,-3.80841,46,9
2.09422,-3.62114,46,9
2.11588,-3.50759,46,9
2.13755,-3.46938,46,9
2.15818,-3.50452,46,9
2.17881,-3.61091,46,9
2.19944,-3.79003,46,9
2.22007,-4.04341,46,9
2.2407,-4.37259,46,9
2.26133,-4.77915,46,9
2.28196,-5.26471,46,9
2.30259,-5.8309,46,9
-2.30259,-408.35297,47,9
-2.17466,-386.9797,47,9
-2.04674,-365.7272,47,9
-1.91882,-344.61196,47,9
-1.7909,-323.6527,47,9
-1.66298,-302.87073,47,9
-1.59902,-292.55365,47,9
-1.53506,-282.29022,47,9
-1.4711,-272.08396,47,9
-1.40714,-261.93867,47,9
-1.34317,-251.85836,47,9
-1.27921,-241.84733,47,9
-1.21525,-231.91015,47,9
-1.15129,-222.0517,47,9
-1.08733,-212.27718,47,9
-1.02337,-202.59214,47,9
-0.95941,-193.00248,47,9
-0.89545,-183.51451,47,9
-0.83149,-174.13493,47,9
-0.76753,-164.87092,47,9
-0.70357,-155.73011,47,9
-0.63961,-146.72062,47,9
-0.57565,-137.85114,47,9
-0.51169,-129.13091,47,9
-0.44772,-120.5698,47,9
-0.38376,-112.1783,47,9
-0.3198,-103.96763,47,9
-0.25584,-95.94973,47,9
-0.22386,-92.01702,47,9
-0.19188,-88.13733,47,9
-0.1599,-84.3124,47,9
-0.12792,-80.544,47,9
-0.09594,-76.83397,47,9
-0.06396,-73.18422,47,9
-0.03198,-69.59668,47,9
0,-66.0734,47,9
0.03198,-62.61645,47,9
0.06396,-59.228,47,9
0.09594,-55.91026,47,9
0.12792,-52.66554,47,9
0.1599,-49.49621,47,9
0.19188,-46.40471,47,9
0.22386,-43.39359,47,9
0.25584,-40.46545,47,9
0.28782,-37.62298,47,9
0.3198,-34.86897,47,9
0.35178,-32.2063,47,9
0.38376,-29.63793,47,9
0.41574,-27.16694,47,9
0.44772,-24.79647,47,9
0.47971,-22.52981,47,9
0.51169,-20.37031,47,9
0.54367,-18.32148,47,9
0.57565,-16.38689,47,9
0.60763,-14.57027,47,9
0.63961,-12.87545,47,9
0.67159,-11.30639,47,9
0.70357,-9.86716,47,9
0.73555,-8.56201,47,9
0.76753,-7.39527,47,9
0.79495,-6.50853,47,9
0.82237,-5.72977,47,9
0.84979,-5.062,47,9
0.87721,-4.5083,47,9
0.90463,-4.07183,47,9
0.93205,-3.75587,47,9
0.95947,-3.56376,47,9
0.98689,-3.49895,47,9
1.00516,-3.52816,47,9
1.02343,-3.61654,47,9
1.0417,-3.76516,47,9
1.05997,-3.97513,47,9
1.07824,-4.24759,47,9
1.09651,-4.58369,47,9
1.11478,-4.98461,47,9
1.13305,-5.45153,47,9
1.15132,-5.98568,47,9
1.16959,-6.58829,47,9
1.18786,-7.26063,47,9
1.20613,-8.00398,47,9
1.2244,-8.81966,47,9
1.24267,-9.70899,47,9
1.26094,-10.67333,47,9
1.27921,-11.71407,47,9
1.2952,-12.68872,47,9
1.31119,-13.72393,47,9
1.32718,-14.82067,47,9
1.34317,-15.97994,47,9
1.35916,-17.20274,47,9
1.37515,-18.4901,47,9
1.39115,-19.84305,47,9
1.40714,-21.26266,47,9
1.42313,-22.75,47,9
1.43912,-24.30616,47,9
1.45511,-25.93225,47,9
1.4711,-27.62939,47,9
1.48709,-29.39874,47,9
1.50308,-31.24146,47,9
1.51907,-33.15872,47,9
1.53506,-35.15174,47,9
1.55105,-37.22172,47,9
1.56704,-39.36992,47,9
1.58303,-41.5976,47,9
1.59902,-43.90602,47,9
1.61501,-46.29651,47,9
1.631,-48.77037,47,9
1.64699,-51.32895,47,9
1.66298,-53.97362,47,9
1.67897,-56.70577,47,9
1.69496,-59.5268,47,9
1.71095,-62.43815,47,9
1.72694,-65.44128,47,9
1.74293,-68.53765,47,9
1.75892,-71.72879,47,9
1.77491,-75.01621,47,9
1.7909,-78.40146,47,9
1.80689,-81.88613,47,9
1.82288,-85.47181,47,9
1.83887,-89.16014,47,9
1.85486,-92.95276,47,9
1.87085,-96.85136,47,9
1.88684,-100.85765,47,9
1.90283,-104.97336,47,9
1.91882,-109.20026,47,9
1.93481,-113.54014,47,9
1.9508,-117.99482,47,9
1.96679,-122.56615,47,9
1.98278,-127.25601,47,9
1.99877,-132.06631,47,9
2.01476,-136.999,47,9
2.03075,-142.05604,47,9
2.04674,-147.23944,47,9
2.06273,-152.55124,47,9
2.07872,-157.9935,47,9
2.09471,-163.56833,47,9
2.1107,-169.27787,47,9
2.12669,-175.12428,47,9
2.14268,-181.10978,47,9
2.15867,-187.2366,47,9
2.17466,-193.50703,47,9
2.19065,-199.92338,47,9
2.20664,-206.48799,47,9
2.22263,-213.20327,47,9
2.23862,-220.07163,47,9
2.25461,-227.09555,47,9
2.2706,-234.27753,47,9
2.28659,-241.62013,47,9
2.30259,-249.12592,47,9
-2.30259,-8.75587,48,9
-2.04674,-7.62234,48,9
-1.7909,-6.53129,48,9
-1.53506,-5.4951,48,9
-1.27921,-4.52977,48,9
-1.02337,-3.65594,48,9
-0.76753,-2.90031,48,9
-0.51169,-2.29733,48,9
-0.25584,-1.8915,48,9
-0.12763,-1.7797,48,9
5.9e-4,-1.7403,48,9
0.12821,-1.78281,48,9
0.25584,-1.91798,48,9
0.38376,-2.15911,48,9
0.51169,-2.52042,48,9
0.63961,-3.01832,48,9
0.76753,-3.67145,48,9
0.89545,-4.50099,48,9
0.95941,-4.98932,48,9
1.02337,-5.53102,48,9
1.08733,-6.12962,48,9
1.15129,-6.78889,48,9
1.21525,-7.51282,48,9
1.27921,-8.3057,48,9
1.34317,-9.17206,48,9
1.40714,-10.11678,48,9
1.4711,-11.14501,48,9
1.53506,-12.26228,48,9
1.59902,-13.47448,48,9
1.66298,-14.78786,48,9
1.72694,-16.20912,48,9
1.7909,-17.74537,48,9
1.85486,-19.40422,48,9
1.91882,-21.19376,48,9
1.98278,-23.12262,48,9
2.04674,-25.2,48,9
2.1107,-27.43573,48,9
2.17466,-29.84024,48,9
2.23862,-32.4247,48,9
2.30259,-35.20099,48,9
-2.30259,-12.56013,49,9
-1.7909,-10.14924,49,9
-1.27921,-7.83692,49,9
-1.02337,-6.73685,49,9
-0.76753,-5.68902,49,9
-0.51169,-4.70864,49,9
-0.25584,-3.81539,49,9
0,-3.03467,49,9
0.25584,-2.39929,49,9
0.38376,-2.1489,49,9
0.51169,-1.95161,49,9
0.63961,-1.81469,49,9
0.76753,-1.74637,49,9
0.81721,-1.7403,49,9
0.93271,-1.77497,49,9
1.04821,-1.8846,49,9
1.16371,-2.07835,49,9
1.27921,-2.36653,49,9
1.40714,-2.80993,49,9
1.53506,-3.40112,49,9
1.66298,-4.16027,49,9
1.72694,-4.60987,49,9
1.7909,-5.1103,49,9
1.85486,-5.6649,49,9
1.91882,-6.27725,49,9
1.98278,-6.95118,49,9
2.04674,-7.69074,49,9
2.1107,-8.50027,49,9
2.17466,-9.3844,49,9
2.23862,-10.34805,49,9
2.30259,-11.39647,49,9
-2.30259,-7.63762,50,9
-2.04674,-6.71883,50,9
-1.7909,-5.83054,50,9
-1.53506,-4.98163,50,9
-1.27921,-4.18358,50,9
-1.02337,-3.45122,50,9
-0.76753,-2.80371,50,9
-0.51169,-2.26578,50,9
-0.25584,-1.86937,50,9
-0.07346,-1.69554,50,9
0.10892,-1.63288,50,9
0.25584,-1.67824,50,9
0.38376,-1.7988,50,9
0.51169,-2.00564,50,9
0.63961,-2.31053,50,9
0.76753,-2.72685,50,9
0.89545,-3.26981,50,9
1.02337,-3.95669,50,9
1.15129,-4.80713,50,9
1.27921,-5.84345,50,9
